Gene	WT-1_Read_Count	WT-2_Read_Count	Toluene-1_Read_Count	Toluene-2_Read_Count
LOC100264475	715	957	477	668
LOC100264478	1678	1872	1145	1555
LOC100264482	73	76	54	62
LOC100264497	23	27	50	51
LOC100264532	821	970	439	746
LOC100264544	1330	1531	1175	1738
LOC100264550	375	503	459	549
LOC100264560	1558	2091	1033	1537
LOC100264605	187	241	158	235
LOC100264609	791	1054	779	976
LOC100264681	1431	1644	985	1264
LOC100264697	1387	1590	1101	1532
LOC100264713	339	428	249	370
LOC100264734	376	536	347	580
LOC100264768	929	1169	998	1681
LOC100264771	226	286	175	262
LOC100264774	10	28	0	0
LOC100264776	312	384	180	395
LOC100264792	1619	1730	1027	1564
LOC100264819	5	7	3	7
LOC100264826	610	860	361	615
LOC100264829	685	978	965	1064
LOC100264831	1252	1474	888	1077
LOC100264840	968	1094	676	1006
LOC100264852	534	679	495	711
LOC100264854	0	1	0	0
LOC100264866	3526	4492	2885	4281
LOC100264881	389	496	196	400
LOC100264905	516	595	266	502
LOC100264910	124	175	189	218
LOC100264917	57	39	6	54
LOC100264929	1899	2399	1901	2522
LOC100264940	64	63	76	113
LOC100264950	1202	1247	925	1612
LOC100264954	1563	2021	1287	1912
LOC100264975	1516	1749	610	697
LOC100265014	1260	1489	1002	1600
LOC100265028	1	9	5	23
LOC100265034	758	857	647	1123
LOC100265048	854	1039	811	1377
LOC100265049	256	349	278	362
LOC100265062	6193	7387	6382	9681
LOC100265067	1104	1562	770	1419
LOC100265138	81	89	116	152
LOC100265165	727	906	628	942
LOC100265191	482	527	344	457
LOC100265195	168	162	137	186
LOC100265222	97	143	75	138
LOC100265244	5	5	2	0
LOC100265277	1025	1287	474	852
LOC100265316	26	41	48	49
LOC100265325	713	852	671	702
LOC100265343	710	753	596	810
LOC100265382	1757	2174	1507	2313
LOC100265420	1076	1339	1038	1661
LOC100265488	886	1126	836	1004
LOC100265489	20	24	8	19
LOC100265493	371	445	261	358
LOC100265501	1190	1637	877	1111
LOC100265506	197	221	161	237
LOC100265527	319	404	307	355
LOC100265561	454	590	317	605
LOC100265577	2253	2589	1156	1980
LOC100265581	255	271	205	290
LOC100265617	2025	2505	2204	3134
LOC100265632	754	984	651	980
LOC100265642	2	0	0	0
LOC100265689	464	567	357	559
LOC100265692	693	847	410	723
LOC100265724	482	550	466	733
LOC100265746	320	369	215	330
LOC100265768	810	913	522	828
LOC100265775	3197	4727	4109	5615
LOC100265807	83	97	95	134
LOC100265905	1005	1316	773	1313
LOC100265913	1732	2019	1185	2111
LOC100265940	634	833	471	646
LOC100265957	599	753	691	898
LOC100265962	626	800	368	629
LOC100265964	346	548	598	655
LOC100265973	2381	2860	1814	2785
LOC100266003	486	533	338	527
LOC100266011	1475	1905	1242	2265
LOC100266035	525	570	597	614
LOC100266059	1488	1890	450	713
LOC100266128	614	758	423	656
LOC100266131	133	141	43	87
LOC100266135	94	96	46	65
LOC100266164	1751	2131	1345	1629
LOC100266167	341	412	241	402
LOC100266203	1627	1888	1328	1982
LOC100266222	675	874	547	812
LOC100266246	625	693	416	614
LOC100266252	823	925	668	989
LOC100266261	663	892	790	1186
LOC100266265	36	57	49	42
LOC100266270	200	281	173	282
LOC100266273	1893	2131	1476	2239
LOC100266325	472	575	613	853
LOC100266337	343	419	277	390
LOC100266345	2548	2861	1537	2613
LOC100266353	470	585	484	589
LOC100266355	572	703	315	603
LOC100266376	4553	5390	4454	5804
LOC100266400	350	558	103	144
LOC100266402	614	761	554	744
LOC100266409	603	695	489	783
LOC100266448	451	516	412	638
LOC100266467	677	837	851	1036
LOC100266500	648	703	547	934
LOC100266523	1791	2033	1648	2226
LOC100266530	0	0	3	1
LOC100266531	0	0	3	0
LOC100266545	77	81	38	97
LOC100266551	2804	3453	2012	3462
LOC100266559	504	515	274	456
LOC100266685	495	550	407	601
LOC100266718	180	194	115	228
LOC100266723	366	498	339	476
LOC100266746	2825	3221	1632	2696
LOC100266771	295	321	251	302
LOC100266800	3736	4739	3584	4744
LOC100266839	323	354	237	331
LOC100266865	912	1074	1141	1721
LOC100266898	144	136	89	191
LOC100266917	59	68	22	49
LOC100266959	929	1099	800	1015
LOC100266970	228	326	240	233
LOC100266986	598	708	289	565
LOC100267045	746	882	691	1004
LOC100267049	403	424	353	455
LOC100267050	529	592	450	688
LOC100267054	590	642	506	773
LOC100267056	570	714	410	629
LOC100267092	329	448	417	529
LOC100267159	703	782	598	650
LOC100267161	351	445	193	382
LOC100267166	225	284	147	293
LOC100267199	55	61	31	57
LOC100267206	5949	7321	3000	4289
LOC100267225	103	128	65	112
LOC100267231	377	467	301	376
LOC100267233	476	497	448	610
LOC100267243	0	0	0	1
LOC100267261	781	918	782	1238
LOC100267297	2813	3315	489	854
LOC100267315	3316	4384	2172	3392
LOC100267342	250	289	220	260
LOC100267354	217	226	176	253
LOC100267404	2986	3590	1340	1927
LOC100267452	382	441	240	390
LOC100267498	2281	2583	1877	2841
LOC100267511	406	600	275	384
LOC100267526	213	226	129	246
LOC100267545	608	757	620	973
LOC100267547	452	570	441	580
LOC100267561	38	47	6	25
LOC100267584	27	46	33	52
LOC100267587	1140	1501	820	1017
LOC100267646	435	591	294	563
LOC100267660	1357	1909	990	1501
LOC100267686	41	55	42	47
LOC100267752	784	856	504	741
LOC100267776	2304	2874	1760	2516
LOC100267778	245	330	312	345
LOC100267779	1012	1290	793	1094
LOC100267810	80	73	31	57
LOC100267813	774	1023	1077	1442
LOC100267838	1831	2311	729	1115
LOC100267870	5585	7367	7646	7668
LOC100267874	368	359	126	186
LOC100267880	11287	12752	6363	10131
LOC100267903	507	478	420	635
LOC100267922	587	850	775	893
LOC100267936	1024	1154	529	754
LOC100267958	1338	1615	985	1542
LOC100268000	614	699	443	774
LOC100268037	1684	2135	1226	1777
LOC100268041	226	310	185	282
LOC100268066	245	293	227	309
LOC100268067	16	21	11	12
LOC100268073	267	373	252	393
LOC100268092	1333	1668	1405	2033
LOC100268104	0	0	0	0
LOC100268109	60	104	118	202
LOC100268118	156	269	172	258
LOC100268128	340	435	213	425
LOC100268143	1086	1291	575	869
LOC100268146	406	525	402	418
LOC100268161	2989	3438	2707	3588
LOC100276798	3	3	1	5
LOC100280601	422	476	437	636
LOC100305349	355	429	372	554
LOC100305396	1306	1483	812	1250
LOC100305465	561	720	697	787
LOC100305725	1	2	0	2
LOC100305755	812	1008	812	692
LOC100305814	238	305	212	245
LOC100305865	2	9	16	12
LOC100306152	386	473	223	228
LOC100306236	666	780	504	541
LOC100306699	1809	2513	2305	2135
LOC100372305	0	0	26	48
LOC100377004	5	2	1	0
LOC100381506	8	11	17	20
LOC100499841	381	509	574	520
LOC100499865	28	29	55	98
LOC100499930	1062	1312	1005	1117
LOC100502371	6	18	1	9
LOC100502502	10	8	0	6
LOC100527564	77	76	74	85
LOC100527639	1257	1560	1740	1879
LOC100527854	533	699	483	647
LOC100527890	2100	2360	2353	2306
LOC100612560	7	0	0	0
LOC100645331	1	0	0	6
LOC100648048	0	0	0	1
LOC100649541	5	0	16	46
LOC100650967	0	0	12	96
LOC100677983	0	0	1	2
LOC100678731	0	0	2	5
LOC100679003	1	0	3	15
LOC100679147	0	0	4	29
LOC100680414	0	0	48	111
LOC100743557	1	0	51	145
LOC100745206	0	0	1	4
LOC100745586	0	0	3	11
LOC100749403	2	0	2	21
LOC100775331	2	0	0	0
LOC100775409	663	769	569	574
LOC100775444	2057	2331	1105	1740
LOC100775450	8	5	0	0
LOC100775452	620	705	705	809
LOC100776052	0	2	0	7
LOC100776175	0	3	0	3
LOC100776176	763	924	543	1004
LOC100776316	153	226	258	337
LOC100776958	154	207	77	89
LOC100777048	0	1	0	3
LOC100777253	139	241	117	149
LOC100777318	1156	1330	1258	1714
LOC100777743	40	34	21	30
LOC100778178	0	2	0	0
LOC100779172	470	561	214	421
LOC100779296	2582	3189	1745	2441
LOC100779319	1407	1826	808	967
LOC100779579	280	346	144	220
LOC100779691	921	1083	553	812
LOC100780069	901	1085	586	967
LOC100780327	3594	4817	3899	5755
LOC100781142	0	3	4	6
LOC100781294	232	328	221	372
LOC100781296	1731	2450	1123	1974
LOC100781414	200	162	85	156
LOC100781759	36	44	37	36
LOC100781950	470	589	438	563
LOC100781969	19	18	5	6
LOC100782562	388	403	517	580
LOC100782594	193	222	175	218
LOC100782682	491	610	484	635
LOC100782701	2	9	4	11
LOC100782772	22	28	7	31
LOC100782863	33	48	48	46
LOC100782999	20	25	12	11
LOC100783596	8	6	7	3
LOC100784323	107	142	74	107
LOC100784396	3447	4228	3110	4152
LOC100786088	650	756	505	652
LOC100786251	1885	2327	277	550
LOC100786464	809	1091	1027	1340
LOC100786551	6768	8185	4303	6586
LOC100786998	102	120	162	222
LOC100787096	25	36	101	80
LOC100787164	57	88	44	49
LOC100787383	36	33	29	44
LOC100787405	3615	4110	1468	2228
LOC100787500	457	513	278	542
LOC100787775	696	855	829	964
LOC100788001	30	70	59	103
LOC100788409	281	329	221	346
LOC100788556	139	220	109	241
LOC100788606	88	142	129	147
LOC100788739	38	50	19	34
LOC100789504	33	45	28	32
LOC100790250	2183	2549	1106	1623
LOC100790275	398	569	869	899
LOC100790395	183	282	224	331
LOC100790466	290	360	250	445
LOC100790782	662	768	445	702
LOC100790785	95	94	36	72
LOC100790813	881	1103	527	882
LOC100791000	4	7	2	5
LOC100791277	581	689	369	624
LOC100791695	922	1083	155	242
LOC100792493	747	921	686	923
LOC100792878	2	9	0	2
LOC100792975	68	71	61	102
LOC100793126	1730	2134	1863	2056
LOC100793148	340	474	423	493
LOC100793263	0	0	22	21
LOC100793519	1389	1558	612	767
LOC100793658	350	385	161	261
LOC100793772	7	2	7	3
LOC100794155	13	16	13	17
LOC100794236	623	742	541	790
LOC100794384	754	996	440	803
LOC100794821	747	991	556	829
LOC100795045	0	0	0	3
LOC100795550	155	178	166	204
LOC100796161	8683	10680	2716	3670
LOC100796316	2	0	29	43
LOC100796318	738	928	887	1083
LOC100796679	2935	3195	2444	3635
LOC100796714	1154	1386	592	912
LOC100797251	177	204	92	148
LOC100797292	433	509	506	580
LOC100797489	1688	1880	1853	2529
LOC100797666	98	154	173	179
LOC100798057	333	401	28	75
LOC100798647	738	921	508	574
LOC100798866	757	929	396	683
LOC100799388	1235	1465	1490	1644
LOC100800648	20	21	1	10
LOC100800878	118	159	172	188
LOC100801102	10	13	12	20
LOC100801160	294	419	293	447
LOC100801272	120	150	124	205
LOC100801421	3	10	2	7
LOC100801580	3	10	7	11
LOC100802469	0	1	0	2
LOC100802551	23	38	14	24
LOC100802640	551	706	361	496
LOC100802753	119	139	124	166
LOC100803420	0	0	3	0
LOC100804207	54	69	10	39
LOC100804379	62	85	77	84
LOC100805518	428	478	244	310
LOC100805862	1	3	0	0
LOC100806103	275	462	390	455
LOC100806579	23	22	9	24
LOC100806985	4	1	0	3
LOC100807323	303	327	180	271
LOC100808033	879	1150	1319	1647
LOC100809075	9	12	9	16
LOC100809096	4954	6131	6080	7250
LOC100809111	1	0	0	1
LOC100809240	1350	1692	658	782
LOC100809516	338	497	356	505
LOC100810095	0	2	3	1
LOC100810666	3	1	9	2
LOC100810856	8	19	13	9
LOC100811132	269	334	207	321
LOC100811154	1102	1453	930	1220
LOC100811217	16	1	3	3
LOC100811727	179	164	178	272
LOC100812566	6665	7855	6493	7302
LOC100812599	952	1158	765	1050
LOC100812773	269	317	214	322
LOC100813061	13339	16992	18165	18287
LOC100813501	1	0	0	1
LOC100813676	54	42	28	23
LOC100814686	107	152	55	89
LOC100814814	248	271	229	309
LOC100814916	21	30	33	58
LOC100815469	340	417	237	311
LOC100816412	9230	11645	2154	2779
LOC100816558	8	8	12	36
LOC100816583	352	534	419	559
LOC100817187	1738	2084	1506	2503
LOC100817953	850	1128	648	929
LOC100817993	3452	3794	3948	4193
LOC100818243	21	33	12	18
LOC100818408	0	0	5	0
LOC100818476	1135	1262	498	794
LOC100818850	1132	1328	872	1221
LOC100818953	2425	3044	2795	3968
LOC100819609	0	0	1	2
LOC100819647	0	0	1	0
LOC100819780	1199	1290	585	971
LOC100820088	283	304	329	355
LOC100820154	19	29	23	84
LOC100820292	4	8	4	1
LOC100820306	0	0	0	3
LOC100821537	801	888	740	936
LOC100823552	1276	1668	1098	1356
LOC100823746	1	2	1	8
LOC100825861	8827	10924	10412	12968
LOC100825919	5896	7167	2029	2705
LOC100826802	491	647	323	358
LOC100829738	312	355	245	419
LOC100834011	300	388	269	349
LOC100837268	2241	2709	1656	2729
LOC100837544	80	118	63	82
LOC100838416	2	4	1	6
LOC100840043	36	60	44	51
LOC100840092	3	2	8	8
LOC100840225	20	27	24	31
LOC100840633	38	62	54	66
LOC100840832	20	25	36	55
LOC100841353	84	82	129	164
LOC100843425	185	175	180	178
LOC100846843	38	67	65	57
LOC100852419	766	979	623	858
LOC100852453	3	11	10	5
LOC100852464	800	956	584	897
LOC100852521	189	219	172	204
LOC100852555	2943	3640	1375	2017
LOC100852703	504	611	707	990
LOC100852714	0	1	0	0
LOC100852729	673	838	425	942
LOC100852786	18	28	13	5
LOC100852822	5016	6216	8796	11953
LOC100852827	1578	1951	1223	1849
LOC100852865	2197	2754	1473	1959
LOC100852899	527	714	547	835
LOC100852920	1245	1465	938	1445
LOC100852965	1469	1955	1486	2177
LOC100852980	144	189	114	190
LOC100853002	800	1031	806	1156
LOC100853055	622	778	431	636
LOC100853282	1	0	0	0
LOC100853380	214	263	142	202
LOC100853391	24	23	19	22
LOC100853409	162	172	311	554
LOC100853542	1	3	0	0
LOC100853545	542	726	433	620
LOC100853559	1520	1853	1386	1930
LOC100853635	618	798	338	532
LOC100853858	1722	2194	1114	1800
LOC100853988	24	32	33	35
LOC100854051	39	43	21	47
LOC100854082	33	74	73	84
LOC100854261	1067	1444	1234	1614
LOC100854421	92	142	54	94
LOC100854476	158	238	171	234
LOC100854531	514	740	777	1185
LOC100854697	6303	8283	9630	10995
LOC100854736	1155	1650	1068	1547
LOC100854756	64	85	118	144
LOC100854766	84	116	85	106
LOC100854867	688	916	372	510
LOC100854877	25	40	20	31
LOC100855007	248	312	239	278
LOC100855030	587	810	508	898
LOC100855182	4632	5572	4204	5997
LOC100855202	72	97	46	83
LOC100855390	422	519	267	444
LOC100855394	1814	2162	1906	2452
LOC100855398	987	1107	674	1131
LOC100863200	0	0	0	1
LOC100870316	0	0	4	11
LOC100871048	0	0	0	3
LOC100871944	0	0	15	36
LOC100879258	7	4	11	4
LOC100879754	0	0	0	1
LOC100880667	0	0	0	6
LOC100880981	0	0	0	3
LOC100882073	1	0	9	19
LOC100883040	0	0	49	74
LOC100883213	0	0	23	63
LOC100883559	0	0	2	23
LOC100937622	0	2	0	0
LOC100939612	6	0	0	0
LOC100970314	1	0	0	0
LOC100977441	2	0	0	0
LOC100996121	396	2	0	4
LOC100998827	6	0	0	0
LOC101055518	578	740	495	682
LOC101060400	2	0	0	0
LOC101129253	6	0	0	0
LOC101129405	2	0	0	0
LOC101131106	3	0	0	0
LOC101132116	8	2	0	1
LOC101133154	10	0	0	0
LOC101133395	1	0	0	0
LOC101134607	5	0	0	0
LOC101134783	4	0	0	0
LOC101138990	2	0	0	0
LOC101139552	2	0	0	0
LOC101140403	7	0	0	0
LOC101140733	2	0	0	0
LOC101144860	2	0	0	3
LOC101146206	16	0	1	0
LOC101146907	3	0	0	0
LOC101147491	1	2	0	0
LOC101150126	1	1	0	0
LOC101150610	6	0	0	0
LOC101151849	6	0	0	0
LOC101152722	6	0	1	0
LOC101168255	0	2	0	0
LOC101202889	106695	138124	142245	145475
LOC101202996	0	0	0	1
LOC101203159	118	184	113	176
LOC101203222	34	11	52	64
LOC101204032	74	81	49	57
LOC101204323	1	0	0	0
LOC101205639	3	9	1	3
LOC101206348	1596	1961	1743	2276
LOC101208082	262	383	381	590
LOC101208528	19	45	70	57
LOC101209359	4	1	0	4
LOC101209393	0	0	11	20
LOC101209766	91	91	44	47
LOC101209895	517	700	630	877
LOC101210291	0	0	0	2
LOC101210685	1787	1824	814	1365
LOC101211339	492	609	338	511
LOC101211781	786	875	641	988
LOC101211929	42	41	25	46
LOC101212709	47	88	73	31
LOC101212888	0	6	2	7
LOC101212923	2	0	2	1
LOC101213077	115	136	85	115
LOC101214894	245	304	207	259
LOC101215449	12	24	23	38
LOC101215593	1006	1276	568	971
LOC101215857	280	347	127	174
LOC101216041	547	670	636	809
LOC101217376	2037	2535	2251	2702
LOC101218645	200	226	218	239
LOC101218777	474	607	668	752
LOC101219200	295	390	405	422
LOC101220142	210	266	119	236
LOC101220533	542	659	390	508
LOC101221072	683	811	613	807
LOC101221233	529	706	825	851
LOC101222717	330	390	289	374
LOC101222994	1046	1189	800	1117
LOC101243873	2	2	0	3
LOC101244084	0	0	0	1
LOC101244102	0	0	0	0
LOC101244414	463	560	305	469
LOC101244969	533	560	316	504
LOC101245252	6	11	2	9
LOC101245362	9	8	5	4
LOC101245706	23	23	10	26
LOC101245950	185	231	130	239
LOC101246132	1286	1605	800	1030
LOC101246147	966	1002	755	1201
LOC101246224	117	159	137	132
LOC101246521	3451	4095	2172	2761
LOC101247586	1156	1496	1136	1235
LOC101247698	1	0	0	0
LOC101248120	335	382	610	577
LOC101248260	3	2	10	11
LOC101248601	160	197	62	130
LOC101248613	599	783	486	694
LOC101249244	76	88	54	76
LOC101250334	1326	1800	1235	1770
LOC101250608	840	1203	1036	976
LOC101250979	21	15	17	34
LOC101251605	150	180	147	184
LOC101251803	38	57	26	35
LOC101252463	87	75	11	33
LOC101252980	210	303	83	207
LOC101253146	8	2	8	16
LOC101253268	3164	3880	3482	3669
LOC101253761	396	481	608	682
LOC101253914	1503	1656	892	1634
LOC101253944	0	2	4	0
LOC101254068	367	462	370	473
LOC101255345	720	916	470	804
LOC101255369	0	1	2	0
LOC101255700	355	574	399	482
LOC101255724	415	503	412	614
LOC101256253	0	0	0	3
LOC101256305	498	580	470	762
LOC101256482	5	4	1	12
LOC101256740	287	398	487	696
LOC101258340	5	0	3	8
LOC101258614	369	585	376	479
LOC101258817	1162	1330	637	951
LOC101258837	21	35	22	53
LOC101258879	31	37	13	37
LOC101259714	0	0	0	3
LOC101259762	225	210	138	224
LOC101260575	6797	8285	5133	6680
LOC101260602	661	811	512	751
LOC101260881	490	645	310	491
LOC101260897	1750	2042	893	1081
LOC101262236	138	166	106	145
LOC101262266	1038	1218	976	1328
LOC101262335	259	306	174	268
LOC101262731	76	135	74	99
LOC101263369	7	0	5	2
LOC101263423	1111	1438	1440	1456
LOC101263427	18	48	35	74
LOC101263496	5173	6148	6480	9345
LOC101264521	1437	1768	787	1451
LOC101264645	109	185	149	200
LOC101265059	276	318	434	571
LOC101265498	1703	2046	1662	1761
LOC101265560	3387	3962	2343	3233
LOC101266583	189	233	217	244
LOC101267177	276	362	320	476
LOC101267452	165	187	128	227
LOC101267745	285	303	125	245
LOC101267969	1886	2260	688	1050
LOC101267995	1647	2033	1409	1512
LOC101268046	883	1001	971	1417
LOC101268735	4	8	11	7
LOC101291257	0	1	0	3
LOC101291673	637	869	1003	987
LOC101291902	0	0	1	0
LOC101292067	317	511	212	398
LOC101292126	575	749	465	675
LOC101292130	1080	1277	643	663
LOC101292144	3	0	1	2
LOC101292222	1	3	1	0
LOC101292238	6	13	17	9
LOC101292553	269	327	270	430
LOC101292602	914	1142	564	994
LOC101292616	806	915	760	1208
LOC101292767	39	42	19	26
LOC101292797	1437	1705	1533	1829
LOC101292934	203	310	180	288
LOC101293018	1012	1175	1059	1440
LOC101293321	1664	2237	1330	2139
LOC101293423	668	808	415	933
LOC101293466	7852	9214	2769	3180
LOC101293614	1155	1431	1744	1602
LOC101293719	0	2	6	0
LOC101293724	872	1113	669	1009
LOC101293855	198	238	301	419
LOC101293963	442	613	243	449
LOC101294041	441	446	199	353
LOC101294233	24	24	43	49
LOC101294502	137	170	167	185
LOC101294771	116	135	127	124
LOC101294920	326	493	384	575
LOC101294975	3012	3649	1682	2375
LOC101294995	266	318	145	235
LOC101295022	1731	2146	1264	1780
LOC101295162	653	851	657	1004
LOC101295319	26	35	41	32
LOC101295574	164	255	231	249
LOC101295632	3	10	14	28
LOC101295807	430	471	207	306
LOC101295850	364	405	259	305
LOC101296022	37423	48725	42715	60171
LOC101296040	2	0	0	1
LOC101296148	388	414	264	404
LOC101296238	682	800	951	1025
LOC101296277	108	136	80	99
LOC101296424	4	3	0	3
LOC101296491	20	11	3	7
LOC101296706	59	53	54	131
LOC101296844	1883	2204	2433	3339
LOC101296936	1262	1566	874	1640
LOC101296972	52	44	82	87
LOC101296987	2	0	2	0
LOC101297081	142	133	149	140
LOC101297097	0	0	0	3
LOC101297111	147	226	163	203
LOC101297333	335	435	279	438
LOC101297519	7869	8839	4403	6787
LOC101297568	173	246	124	207
LOC101297604	820	965	775	1019
LOC101297649	4704	6041	4202	5095
LOC101297691	1015	1210	680	1204
LOC101297708	2288	2784	2506	2425
LOC101297937	22	18	79	82
LOC101297941	249	321	231	302
LOC101297948	59	89	55	73
LOC101297976	488	539	988	1176
LOC101297985	220	230	177	325
LOC101297986	0	0	2	1
LOC101298038	4801	5653	3785	5107
LOC101298256	3	0	0	1
LOC101298322	0	1	0	0
LOC101298385	173	225	92	149
LOC101298544	680	801	404	716
LOC101298561	0	0	0	0
LOC101298631	619	806	730	734
LOC101298678	529	641	473	576
LOC101298706	1101	1420	862	1436
LOC101298742	355	399	322	453
LOC101298942	503	667	305	520
LOC101298957	272	345	452	539
LOC101298966	55	101	21	74
LOC101299016	231	296	138	236
LOC101299082	9	9	1	1
LOC101299278	166	222	220	364
LOC101299350	753	922	482	611
LOC101299380	115	173	53	111
LOC101299751	1	4	14	23
LOC101299765	3825	5375	3323	3581
LOC101299978	1049	1220	702	1035
LOC101300008	222	236	255	215
LOC101300010	614	824	128	216
LOC101300341	2	5	3	7
LOC101300354	1	0	3	1
LOC101300356	4258	5103	2623	3448
LOC101300553	285	336	330	488
LOC101300837	2049	2632	3950	3347
LOC101300887	17	27	23	25
LOC101300898	0	0	0	0
LOC101301139	790	1127	723	1175
LOC101301249	1497	2199	1835	2639
LOC101301355	614	786	539	659
LOC101301408	1976	2241	2727	3055
LOC101301469	89	136	47	101
LOC101301670	510	580	446	638
LOC101301818	2026	2709	1725	2694
LOC101301826	8	3	13	5
LOC101301884	67	51	39	57
LOC101302012	12	14	11	15
LOC101302073	38	41	30	48
LOC101302349	150	219	83	91
LOC101302454	288	357	216	281
LOC101302475	575	761	595	717
LOC101302504	1377	1635	1686	1758
LOC101302583	795	950	1076	1257
