gene	contig_count	contigs	is_tf	annotation_column
c64469_g1_i1	1	c64469_g1_i1	0	KO_EUK
c64470_g1_i1	1	c64470_g1_i1	0	KO_EUK
c64471_g1_i1	1	c64471_g1_i1	0	KO_EUK
c64472_g1_i1	1	c64472_g1_i1	0	KO_EUK
c64474_g1_i1	1	c64474_g1_i1	0	KO_EUK
c64475_g1_i1	1	c64475_g1_i1	0	KO_EUK
c64477_g1_i1	1	c64477_g1_i1	0	KO_EUK
c64487_g1_i1	1	c64487_g1_i1	0	KO_EUK
c64488_g1_i1	1	c64488_g1_i1	0	KO_EUK
c64499_g1_i1	1	c64499_g1_i1	0	KO_EUK
c64507_g1_i2	1	c64507_g1_i2	0	KO_EUK
c64508_g1_i1	1	c64508_g1_i1	0	KO_EUK
c6450_g1_i1	1	c6450_g1_i1	0	KO_EUK
c64510_g1_i1	1	c64510_g1_i1	0	KO_EUK
c64514_g1_i1	1	c64514_g1_i1	0	KO_EUK
c64518_g1_i1	1	c64518_g1_i1	0	KO_EUK
c6452_g1_i1	1	c6452_g1_i1	0	KO_EUK
c64531_g1_i1	1	c64531_g1_i1	0	KO_EUK
c64532_g1_i1	1	c64532_g1_i1	0	KO_EUK
c64533_g1_i1	1	c64533_g1_i1	0	KO_EUK
c64538_g1_i1	1	c64538_g1_i1	0	KO_EUK
c64543_g1_i1	1	c64543_g1_i1	0	KO_EUK
c64543_g2_i1	1	c64543_g2_i1	0	KO_EUK
c64547_g1_i1	1	c64547_g1_i1	0	KO_EUK
c64552_g1_i1	1	c64552_g1_i1	0	KO_EUK
c64554_g1_i1	1	c64554_g1_i1	0	KO_EUK
c64563_g1_i1	1	c64563_g1_i1	0	KO_EUK
c64568_g1_i1	1	c64568_g1_i1	0	KO_EUK
c64573_g1_i1	1	c64573_g1_i1	0	KO_EUK
c64576_g1_i1	1	c64576_g1_i1	0	KO_EUK
c64578_g1_i1	1	c64578_g1_i1	0	KO_EUK
c64579_g1_i1	1	c64579_g1_i1	0	KO_EUK
c64579_g2_i1	1	c64579_g2_i1	0	KO_EUK
c64585_g1_i1	1	c64585_g1_i1	0	KO_EUK
c6458_g1_i1	1	c6458_g1_i1	0	KO_EUK
c64594_g1_i1	1	c64594_g1_i1	0	KO_EUK
c64606_g1_i1	1	c64606_g1_i1	0	KO_EUK
c64613_g1_i1	1	c64613_g1_i1	0	KO_EUK
c64614_g1_i1	1	c64614_g1_i1	0	KO_EUK
c64616_g1_i1	1	c64616_g1_i1	0	KO_EUK
c64623_g1_i1	1	c64623_g1_i1	0	KO_EUK
c64624_g1_i1	1	c64624_g1_i1	0	KO_EUK
c64625_g1_i1	1	c64625_g1_i1	0	KO_EUK
c64629_g1_i1	1	c64629_g1_i1	0	KO_EUK
c6463_g1_i1	1	c6463_g1_i1	0	KO_EUK
c64642_g1_i1	1	c64642_g1_i1	0	KO_EUK
c64643_g1_i1	1	c64643_g1_i1	0	KO_EUK
c64646_g1_i1	1	c64646_g1_i1	0	KO_EUK
c6464_g1_i1	1	c6464_g1_i1	0	KO_EUK
c64653_g1_i1	1	c64653_g1_i1	0	KO_EUK
c64657_g1_i1	1	c64657_g1_i1	0	KO_EUK
c64661_g1_i1	1	c64661_g1_i1	0	KO_EUK
c64662_g1_i1	1	c64662_g1_i1	0	KO_EUK
c64663_g1_i1	1	c64663_g1_i1	0	KO_EUK
c64666_g1_i1	1	c64666_g1_i1	0	KO_EUK
c6466_g1_i1	1	c6466_g1_i1	0	KO_EUK
c64672_g1_i1	1	c64672_g1_i1	0	KO_EUK
c64674_g1_i1	1	c64674_g1_i1	0	KO_EUK
c64675_g1_i1	1	c64675_g1_i1	0	KO_EUK
c64678_g1_i1	1	c64678_g1_i1	0	KO_EUK
c64687_g1_i1	1	c64687_g1_i1	0	KO_EUK
c64690_g1_i1	1	c64690_g1_i1	0	KO_EUK
c64699_g1_i1	1	c64699_g1_i1	0	KO_EUK
c646_g1_i1	1	c646_g1_i1	0	KO_EUK
c64705_g1_i1	1	c64705_g1_i1	0	KO_EUK
c64707_g1_i1	1	c64707_g1_i1	0	KO_EUK
c64708_g1_i1	1	c64708_g1_i1	0	KO_EUK
c6470_g1_i1	1	c6470_g1_i1	0	KO_EUK
c64728_g1_i1	1	c64728_g1_i1	0	KO_EUK
c64733_g1_i1	1	c64733_g1_i1	0	KO_EUK
c64735_g1_i1	1	c64735_g1_i1	0	KO_EUK
c64736_g1_i1	1	c64736_g1_i1	0	KO_EUK
c64741_g1_i1	1	c64741_g1_i1	0	KO_EUK
c64741_g2_i1	1	c64741_g2_i1	0	KO_EUK
c64744_g1_i1	1	c64744_g1_i1	0	KO_EUK
c64749_g1_i1	1	c64749_g1_i1	0	KO_EUK
c64758_g1_i1	1	c64758_g1_i1	0	KO_EUK
c64764_g1_i1	1	c64764_g1_i1	0	KO_EUK
c64765_g1_i1	1	c64765_g1_i1	0	KO_EUK
c64767_g1_i1	1	c64767_g1_i1	0	KO_EUK
c6476_g1_i1	1	c6476_g1_i1	0	KO_EUK
c64795_g1_i1	1	c64795_g1_i1	0	KO_EUK
c64798_g1_i1	1	c64798_g1_i1	0	KO_EUK
c64811_g1_i1	1	c64811_g1_i1	0	KO_EUK
c64816_g1_i1	1	c64816_g1_i1	0	KO_EUK
c64824_g1_i1	1	c64824_g1_i1	0	KO_EUK
c64824_g2_i1	1	c64824_g2_i1	0	KO_EUK
c64827_g1_i1	1	c64827_g1_i1	0	KO_EUK
c64832_g1_i1	1	c64832_g1_i1	0	KO_EUK
c64839_g1_i1	1	c64839_g1_i1	0	KO_EUK
c64844_g1_i1	1	c64844_g1_i1	0	KO_EUK
c64845_g1_i1	1	c64845_g1_i1	0	KO_EUK
c64845_g2_i1	1	c64845_g2_i1	0	KO_EUK
c64851_g1_i1	1	c64851_g1_i1	0	KO_EUK
c64853_g1_i1	1	c64853_g1_i1	0	KO_EUK
c64856_g1_i1	1	c64856_g1_i1	0	KO_EUK
c64856_g2_i1	1	c64856_g2_i1	0	KO_EUK
c64864_g1_i1	1	c64864_g1_i1	0	KO_EUK
c64865_g1_i1	1	c64865_g1_i1	0	KO_EUK
c64865_g2_i1	1	c64865_g2_i1	0	KO_EUK
c64866_g1_i1	1	c64866_g1_i1	1	KO_EUK
c64868_g1_i1	1	c64868_g1_i1	0	KO_EUK
c64879_g1_i1	1	c64879_g1_i1	0	KO_EUK
c6487_g1_i1	1	c6487_g1_i1	0	KO_EUK
c64886_g1_i1	1	c64886_g1_i1	0	KO_EUK
c64888_g1_i1	1	c64888_g1_i1	0	KO_EUK
c6488_g1_i1	1	c6488_g1_i1	0	KO_EUK
c64891_g1_i1	1	c64891_g1_i1	0	KO_EUK
c64894_g1_i1	1	c64894_g1_i1	0	KO_EUK
c648_g1_i1	1	c648_g1_i1	0	KO_EUK
c64902_g1_i1	1	c64902_g1_i1	0	KO_EUK
c64905_g1_i1	1	c64905_g1_i1	0	KO_EUK
c64906_g1_i1	1	c64906_g1_i1	0	KO_EUK
c64919_g1_i1	1	c64919_g1_i1	0	KO_EUK
c64925_g1_i1	1	c64925_g1_i1	0	KO_EUK
c64927_g1_i1	1	c64927_g1_i1	0	KO_EUK
c64940_g1_i1	1	c64940_g1_i1	0	KO_EUK
c64941_g1_i1	1	c64941_g1_i1	0	KO_EUK
c64943_g1_i1	1	c64943_g1_i1	0	KO_EUK
c64944_g1_i1	1	c64944_g1_i1	0	KO_EUK
c64946_g1_i1	1	c64946_g1_i1	0	KO_EUK
c64949_g1_i1	1	c64949_g1_i1	0	KO_EUK
c64959_g1_i1	1	c64959_g1_i1	0	KO_EUK
c64962_g1_i1	1	c64962_g1_i1	0	KO_EUK
c64973_g1_i1	1	c64973_g1_i1	0	KO_EUK
c64978_g1_i1	1	c64978_g1_i1	0	KO_EUK
c64978_g2_i1	1	c64978_g2_i1	0	KO_EUK
c64981_g1_i1	1	c64981_g1_i1	0	KO_EUK
c64983_g1_i1	1	c64983_g1_i1	0	KO_EUK
c64990_g1_i1	1	c64990_g1_i1	0	KO_EUK
c64994_g1_i1	1	c64994_g1_i1	0	KO_EUK
c64994_g2_i1	1	c64994_g2_i1	0	KO_EUK
c64999_g1_i1	1	c64999_g1_i1	0	KO_EUK
c65000_g1_i1	1	c65000_g1_i1	0	KO_EUK
c65004_g1_i1	1	c65004_g1_i1	0	KO_EUK
c65007_g1_i1	1	c65007_g1_i1	0	KO_EUK
c65016_g1_i1	1	c65016_g1_i1	0	KO_EUK
c65020_g1_i1	1	c65020_g1_i1	0	KO_EUK
c65020_g2_i1	1	c65020_g2_i1	0	KO_EUK
c65028_g1_i1	1	c65028_g1_i1	0	KO_EUK
c65036_g1_i1	1	c65036_g1_i1	0	KO_EUK
c65040_g1_i1	1	c65040_g1_i1	0	KO_EUK
c65041_g1_i1	1	c65041_g1_i1	0	KO_EUK
c65043_g1_i1	1	c65043_g1_i1	0	KO_EUK
c65045_g2_i1	1	c65045_g2_i1	0	KO_EUK
c65053_g1_i1	1	c65053_g1_i1	0	KO_EUK
c65055_g1_i1	1	c65055_g1_i1	0	KO_EUK
c65055_g2_i1	1	c65055_g2_i1	0	KO_EUK
c65056_g1_i1	1	c65056_g1_i1	0	KO_EUK
c6505_g1_i1	1	c6505_g1_i1	0	KO_EUK
c65060_g1_i1	1	c65060_g1_i1	0	KO_EUK
c65061_g1_i1	1	c65061_g1_i1	0	KO_EUK
c65073_g1_i1	1	c65073_g1_i1	0	KO_EUK
c65078_g1_i1	1	c65078_g1_i1	0	KO_EUK
c65081_g1_i1	1	c65081_g1_i1	0	KO_EUK
c65098_g1_i1	1	c65098_g1_i1	0	KO_EUK
c65098_g2_i1	1	c65098_g2_i1	0	KO_EUK
c6510_g1_i1	1	c6510_g1_i1	0	KO_EUK
c65114_g1_i1	1	c65114_g1_i1	0	KO_EUK
c6511_g1_i1	1	c6511_g1_i1	0	KO_EUK
c65121_g1_i1	1	c65121_g1_i1	0	KO_EUK
c65122_g1_i1	1	c65122_g1_i1	0	KO_EUK
c65131_g1_i1	1	c65131_g1_i1	0	KO_EUK
c65136_g1_i1	1	c65136_g1_i1	0	KO_EUK
c65149_g1_i1	1	c65149_g1_i1	0	KO_EUK
c6514_g1_i1	1	c6514_g1_i1	0	KO_EUK
c65158_g1_i1	1	c65158_g1_i1	0	KO_EUK
c65165_g1_i1	1	c65165_g1_i1	0	KO_EUK
c65166_g1_i1	1	c65166_g1_i1	0	KO_EUK
c65176_g1_i1	1	c65176_g1_i1	0	KO_EUK
c65179_g1_i1	1	c65179_g1_i1	0	KO_EUK
c65180_g1_i1	1	c65180_g1_i1	0	KO_EUK
c65183_g1_i1	1	c65183_g1_i1	0	KO_EUK
c65184_g1_i1	1	c65184_g1_i1	0	KO_EUK
c65193_g1_i1	1	c65193_g1_i1	0	KO_EUK
c65199_g1_i1	1	c65199_g1_i1	0	KO_EUK
c6519_g1_i1	1	c6519_g1_i1	0	KO_EUK
c651_g1_i1	1	c651_g1_i1	0	KO_EUK
c65206_g1_i1	1	c65206_g1_i1	0	KO_EUK
c65206_g2_i1	1	c65206_g2_i1	0	KO_EUK
c65221_g1_i1	1	c65221_g1_i1	0	KO_EUK
c65227_g1_i1	1	c65227_g1_i1	0	KO_EUK
c65236_g1_i1	1	c65236_g1_i1	0	KO_EUK
c65237_g1_i1	1	c65237_g1_i1	0	KO_EUK
c65238_g1_i1	1	c65238_g1_i1	0	KO_EUK
c65239_g1_i1	1	c65239_g1_i1	0	KO_EUK
c65240_g1_i1	1	c65240_g1_i1	0	KO_EUK
c65241_g1_i1	1	c65241_g1_i1	0	KO_EUK
c65241_g2_i1	1	c65241_g2_i1	0	KO_EUK
c65244_g1_i1	1	c65244_g1_i1	0	KO_EUK
c65252_g1_i1	1	c65252_g1_i1	0	KO_EUK
c65252_g2_i1	1	c65252_g2_i1	0	KO_EUK
c65253_g1_i1	1	c65253_g1_i1	0	KO_EUK
c65262_g1_i1	1	c65262_g1_i1	0	KO_EUK
c65263_g1_i1	1	c65263_g1_i1	0	KO_EUK
c65264_g1_i1	1	c65264_g1_i1	0	KO_EUK
c65265_g1_i1	1	c65265_g1_i1	0	KO_EUK
c65267_g1_i1	1	c65267_g1_i1	0	KO_EUK
c65267_g2_i1	1	c65267_g2_i1	0	KO_EUK
c65269_g1_i1	1	c65269_g1_i1	0	KO_EUK
c65272_g1_i1	1	c65272_g1_i1	0	KO_EUK
c65273_g1_i1	1	c65273_g1_i1	0	KO_EUK
c65276_g1_i1	1	c65276_g1_i1	0	KO_EUK
c65281_g1_i1	1	c65281_g1_i1	0	KO_EUK
c65283_g1_i1	1	c65283_g1_i1	0	KO_EUK
c65301_g1_i1	1	c65301_g1_i1	0	KO_EUK
c65303_g1_i1	1	c65303_g1_i1	0	KO_EUK
c65309_g1_i1	1	c65309_g1_i1	0	KO_EUK
c65312_g1_i1	1	c65312_g1_i1	0	KO_EUK
c65316_g1_i1	1	c65316_g1_i1	0	KO_EUK
c6531_g1_i1	1	c6531_g1_i1	0	KO_EUK
c65325_g1_i1	1	c65325_g1_i1	0	KO_EUK
c65337_g1_i1	1	c65337_g1_i1	0	KO_EUK
c65338_g1_i1	1	c65338_g1_i1	0	KO_EUK
c65339_g1_i1	1	c65339_g1_i1	0	KO_EUK
c65339_g2_i1	1	c65339_g2_i1	0	KO_EUK
c6533_g1_i1	1	c6533_g1_i1	0	KO_EUK
c65342_g1_i1	1	c65342_g1_i1	0	KO_EUK
c65342_g2_i1	1	c65342_g2_i1	0	KO_EUK
c65352_g1_i1	1	c65352_g1_i1	0	KO_EUK
c65356_g1_i1	1	c65356_g1_i1	0	KO_EUK
c65357_g1_i1	1	c65357_g1_i1	0	KO_EUK
c65359_g1_i1	1	c65359_g1_i1	0	KO_EUK
c65368_g1_i1	1	c65368_g1_i1	0	KO_EUK
c65372_g1_i1	1	c65372_g1_i1	0	KO_EUK
c65376_g1_i1	1	c65376_g1_i1	0	KO_EUK
c65377_g1_i1	1	c65377_g1_i1	0	KO_EUK
c65385_g1_i1	1	c65385_g1_i1	0	KO_EUK
c65386_g1_i1	1	c65386_g1_i1	0	KO_EUK
c65386_g2_i1	1	c65386_g2_i1	0	KO_EUK
c65388_g1_i1	1	c65388_g1_i1	0	KO_EUK
c65390_g1_i1	1	c65390_g1_i1	0	KO_EUK
c65397_g1_i1	1	c65397_g1_i1	0	KO_EUK
c653_g1_i1	1	c653_g1_i1	0	KO_EUK
c65402_g1_i1	1	c65402_g1_i1	0	KO_EUK
c65404_g1_i1	1	c65404_g1_i1	0	KO_EUK
c65405_g1_i1	1	c65405_g1_i1	0	KO_EUK
c65409_g1_i1	1	c65409_g1_i1	0	KO_EUK
c65411_g1_i1	1	c65411_g1_i1	0	KO_EUK
c65412_g1_i1	1	c65412_g1_i1	0	KO_EUK
c65416_g1_i1	1	c65416_g1_i1	0	KO_EUK
c65420_g1_i1	1	c65420_g1_i1	0	KO_EUK
c65421_g1_i1	1	c65421_g1_i1	0	KO_EUK
c65421_g2_i1	1	c65421_g2_i1	0	KO_EUK
c65423_g1_i1	1	c65423_g1_i1	0	KO_EUK
c65430_g1_i1	1	c65430_g1_i1	0	KO_EUK
c65443_g1_i1	1	c65443_g1_i1	0	KO_EUK
c65446_g1_i1	1	c65446_g1_i1	0	KO_EUK
c65447_g1_i1	1	c65447_g1_i1	0	KO_EUK
c65447_g2_i1	1	c65447_g2_i1	0	KO_EUK
c65449_g1_i1	1	c65449_g1_i1	0	KO_EUK
c65458_g1_i1	1	c65458_g1_i1	0	KO_EUK
c65460_g1_i1	1	c65460_g1_i1	1	KO_EUK
c65461_g1_i1	1	c65461_g1_i1	0	KO_EUK
c65464_g1_i1	1	c65464_g1_i1	0	KO_EUK
c65471_g1_i1	1	c65471_g1_i1	0	KO_EUK
c65473_g1_i1	1	c65473_g1_i1	0	KO_EUK
c65478_g1_i1	1	c65478_g1_i1	0	KO_EUK
c65483_g1_i1	1	c65483_g1_i1	0	KO_EUK
c6548_g1_i1	1	c6548_g1_i1	0	KO_EUK
c65494_g1_i1	1	c65494_g1_i1	0	KO_EUK
c65495_g1_i1	1	c65495_g1_i1	0	KO_EUK
c65496_g1_i1	1	c65496_g1_i1	0	KO_EUK
c65498_g1_i1	1	c65498_g1_i1	0	KO_EUK
c65507_g1_i1	1	c65507_g1_i1	0	KO_EUK
c65510_g1_i1	1	c65510_g1_i1	0	KO_EUK
c65518_g1_i1	1	c65518_g1_i1	0	KO_EUK
c65521_g1_i1	1	c65521_g1_i1	0	KO_EUK
c65522_g1_i1	1	c65522_g1_i1	0	KO_EUK
c65528_g1_i1	1	c65528_g1_i1	0	KO_EUK
c65529_g1_i1	1	c65529_g1_i1	0	KO_EUK
c6552_g1_i1	1	c6552_g1_i1	0	KO_EUK
c65530_g1_i1	1	c65530_g1_i1	0	KO_EUK
c65533_g1_i1	1	c65533_g1_i1	0	KO_EUK
c65538_g1_i1	1	c65538_g1_i1	0	KO_EUK
c65540_g1_i1	1	c65540_g1_i1	0	KO_EUK
c65548_g1_i1	1	c65548_g1_i1	0	KO_EUK
c65553_g1_i1	1	c65553_g1_i1	0	KO_EUK
c65558_g1_i1	1	c65558_g1_i1	0	KO_EUK
c65567_g1_i1	1	c65567_g1_i1	0	KO_EUK
c65568_g1_i1	1	c65568_g1_i1	0	KO_EUK
c65568_g2_i1	1	c65568_g2_i1	0	KO_EUK
c65569_g1_i1	1	c65569_g1_i1	0	KO_EUK
c6556_g1_i1	1	c6556_g1_i1	0	KO_EUK
c65570_g1_i1	1	c65570_g1_i1	0	KO_EUK
c65572_g1_i1	1	c65572_g1_i1	0	KO_EUK
c65572_g2_i1	1	c65572_g2_i1	0	KO_EUK
c65574_g1_i1	1	c65574_g1_i1	0	KO_EUK
c65576_g1_i1	1	c65576_g1_i1	0	KO_EUK
c65578_g1_i1	1	c65578_g1_i1	0	KO_EUK
c65583_g1_i1	1	c65583_g1_i1	0	KO_EUK
c65588_g1_i1	1	c65588_g1_i1	0	KO_EUK
c65594_g1_i1	1	c65594_g1_i1	0	KO_EUK
c65596_g1_i1	1	c65596_g1_i1	0	KO_EUK
c65598_g2_i1	1	c65598_g2_i1	0	KO_EUK
c655_g1_i1	1	c655_g1_i1	0	KO_EUK
c65600_g1_i1	1	c65600_g1_i1	0	KO_EUK
c65607_g1_i1	1	c65607_g1_i1	0	KO_EUK
c65613_g1_i1	1	c65613_g1_i1	0	KO_EUK
c65619_g1_i1	1	c65619_g1_i1	0	KO_EUK
c65623_g1_i1	1	c65623_g1_i1	0	KO_EUK
c65633_g1_i1	1	c65633_g1_i1	0	KO_EUK
c65636_g1_i1	1	c65636_g1_i1	0	KO_EUK
c65640_g1_i1	1	c65640_g1_i1	0	KO_EUK
c65641_g1_i1	1	c65641_g1_i1	0	KO_EUK
c65642_g1_i1	1	c65642_g1_i1	0	KO_EUK
c65643_g1_i1	1	c65643_g1_i1	0	KO_EUK
c65663_g1_i1	1	c65663_g1_i1	0	KO_EUK
c65664_g1_i1	1	c65664_g1_i1	0	KO_EUK
c65668_g1_i1	1	c65668_g1_i1	0	KO_EUK
c65673_g1_i1	1	c65673_g1_i1	0	KO_EUK
c65679_g1_i1	1	c65679_g1_i1	0	KO_EUK
c6567_g1_i1	1	c6567_g1_i1	0	KO_EUK
c65680_g1_i1	1	c65680_g1_i1	0	KO_EUK
c65680_g2_i1	1	c65680_g2_i1	0	KO_EUK
c65689_g1_i1	1	c65689_g1_i1	0	KO_EUK
c6568_g1_i1	1	c6568_g1_i1	0	KO_EUK
c65707_g1_i1	1	c65707_g1_i1	0	KO_EUK
c65710_g1_i1	1	c65710_g1_i1	0	KO_EUK
c65716_g1_i1	1	c65716_g1_i1	0	KO_EUK
c65725_g1_i1	1	c65725_g1_i1	0	KO_EUK
c65728_g1_i1	1	c65728_g1_i1	0	KO_EUK
c65738_g1_i1	1	c65738_g1_i1	0	KO_EUK
c65738_g2_i1	1	c65738_g2_i1	0	KO_EUK
c65740_g1_i1	1	c65740_g1_i1	0	KO_EUK
c65741_g1_i1	1	c65741_g1_i1	0	KO_EUK
c65749_g1_i1	1	c65749_g1_i1	0	KO_EUK
c65752_g1_i1	1	c65752_g1_i1	0	KO_EUK
c65754_g1_i1	1	c65754_g1_i1	0	KO_EUK
c65756_g1_i1	1	c65756_g1_i1	0	KO_EUK
c65765_g1_i1	1	c65765_g1_i1	0	KO_EUK
c65767_g1_i1	1	c65767_g1_i1	0	KO_EUK
c65768_g1_i1	1	c65768_g1_i1	0	KO_EUK
c65774_g1_i1	1	c65774_g1_i1	0	KO_EUK
c65776_g1_i1	1	c65776_g1_i1	0	KO_EUK
c65784_g1_i1	1	c65784_g1_i1	0	KO_EUK
c65787_g1_i1	1	c65787_g1_i1	0	KO_EUK
c65789_g1_i1	1	c65789_g1_i1	0	KO_EUK
c65793_g1_i1	1	c65793_g1_i1	0	KO_EUK
c65793_g2_i1	1	c65793_g2_i1	0	KO_EUK
c65794_g1_i1	1	c65794_g1_i1	0	KO_EUK
c65794_g2_i1	1	c65794_g2_i1	0	KO_EUK
c65799_g1_i1	1	c65799_g1_i1	0	KO_EUK
c65800_g1_i1	1	c65800_g1_i1	0	KO_EUK
c65808_g1_i2	1	c65808_g1_i2	0	KO_EUK
c65811_g1_i1	1	c65811_g1_i1	0	KO_EUK
c65813_g1_i1	1	c65813_g1_i1	0	KO_EUK
c65816_g1_i1	1	c65816_g1_i1	0	KO_EUK
c65819_g1_i1	1	c65819_g1_i1	0	KO_EUK
c65826_g1_i1	1	c65826_g1_i1	0	KO_EUK
c65827_g1_i1	1	c65827_g1_i1	0	KO_EUK
c65827_g2_i1	1	c65827_g2_i1	0	KO_EUK
c6582_g1_i1	1	c6582_g1_i1	0	KO_EUK
c65831_g1_i1	1	c65831_g1_i1	0	KO_EUK
c65833_g1_i1	1	c65833_g1_i1	0	KO_EUK
c65836_g1_i1	1	c65836_g1_i1	0	KO_EUK
c65837_g1_i1	1	c65837_g1_i1	0	KO_EUK
c65840_g1_i1	1	c65840_g1_i1	0	KO_EUK
c65849_g1_i1	1	c65849_g1_i1	0	KO_EUK
c65850_g1_i1	1	c65850_g1_i1	0	KO_EUK
c65854_g1_i1	1	c65854_g1_i1	0	KO_EUK
c65857_g1_i1	1	c65857_g1_i1	0	KO_EUK
c65860_g1_i1	1	c65860_g1_i1	0	KO_EUK
c65861_g1_i1	1	c65861_g1_i1	0	KO_EUK
c65867_g1_i1	1	c65867_g1_i1	0	KO_EUK
c65868_g1_i1	1	c65868_g1_i1	0	KO_EUK
c65875_g1_i1	1	c65875_g1_i1	0	KO_EUK
c65877_g1_i1	1	c65877_g1_i1	0	KO_EUK
c65879_g1_i1	1	c65879_g1_i1	0	KO_EUK
c65886_g1_i1	1	c65886_g1_i1	0	KO_EUK
c65886_g2_i1	1	c65886_g2_i1	0	KO_EUK
c65887_g1_i1	1	c65887_g1_i1	0	KO_EUK
c65889_g1_i1	1	c65889_g1_i1	0	KO_EUK
c65892_g1_i1	1	c65892_g1_i1	0	KO_EUK
c65898_g2_i1	1	c65898_g2_i1	0	KO_EUK
c658_g1_i1	1	c658_g1_i1	0	KO_EUK
c65903_g1_i1	1	c65903_g1_i1	0	KO_EUK
c65904_g1_i1	1	c65904_g1_i1	0	KO_EUK
c65928_g1_i2	1	c65928_g1_i2	0	KO_EUK
c65932_g1_i1	1	c65932_g1_i1	0	KO_EUK
c65936_g1_i1	1	c65936_g1_i1	0	KO_EUK
c65938_g1_i1	1	c65938_g1_i1	0	KO_EUK
c65943_g1_i1	1	c65943_g1_i1	0	KO_EUK
c65944_g1_i1	1	c65944_g1_i1	0	KO_EUK
c65945_g1_i1	1	c65945_g1_i1	0	KO_EUK
c65949_g1_i1	1	c65949_g1_i1	0	KO_EUK
c65962_g1_i1	1	c65962_g1_i1	0	KO_EUK
c65963_g1_i1	1	c65963_g1_i1	0	KO_EUK
c65965_g1_i1	1	c65965_g1_i1	0	KO_EUK
c65982_g1_i1	1	c65982_g1_i1	0	KO_EUK
c65986_g1_i1	1	c65986_g1_i1	0	KO_EUK
c65990_g1_i1	1	c65990_g1_i1	0	KO_EUK
c65991_g1_i1	1	c65991_g1_i1	0	KO_EUK
c65995_g1_i1	1	c65995_g1_i1	0	KO_EUK
c66000_g1_i1	1	c66000_g1_i1	0	KO_EUK
c66001_g1_i1	1	c66001_g1_i1	0	KO_EUK
c66003_g1_i1	1	c66003_g1_i1	0	KO_EUK
c66008_g1_i2	1	c66008_g1_i2	0	KO_EUK
c66012_g1_i1	1	c66012_g1_i1	0	KO_EUK
c66022_g1_i1	1	c66022_g1_i1	0	KO_EUK
c66028_g1_i1	1	c66028_g1_i1	0	KO_EUK
c6602_g1_i1	1	c6602_g1_i1	0	KO_EUK
c66035_g1_i1	1	c66035_g1_i1	0	KO_EUK
c66036_g1_i2	1	c66036_g1_i2	0	KO_EUK
c66041_g1_i1	1	c66041_g1_i1	0	KO_EUK
c66043_g1_i1	1	c66043_g1_i1	0	KO_EUK
c66044_g1_i1	1	c66044_g1_i1	0	KO_EUK
c66049_g1_i1	1	c66049_g1_i1	0	KO_EUK
c6604_g1_i1	1	c6604_g1_i1	0	KO_EUK
c66061_g1_i1	1	c66061_g1_i1	0	KO_EUK
c66061_g2_i1	1	c66061_g2_i1	0	KO_EUK
c66064_g1_i1	1	c66064_g1_i1	0	KO_EUK
c66070_g1_i1	1	c66070_g1_i1	0	KO_EUK
c66083_g1_i1	1	c66083_g1_i1	0	KO_EUK
c66084_g1_i1	1	c66084_g1_i1	0	KO_EUK
c66086_g1_i1	1	c66086_g1_i1	0	KO_EUK
c66087_g1_i1	1	c66087_g1_i1	0	KO_EUK
c66092_g1_i1	1	c66092_g1_i1	0	KO_EUK
c66102_g1_i1	1	c66102_g1_i1	0	KO_EUK
c66110_g1_i1	1	c66110_g1_i1	0	KO_EUK
c66112_g1_i1	1	c66112_g1_i1	0	KO_EUK
c6611_g1_i1	1	c6611_g1_i1	0	KO_EUK
c66120_g1_i1	1	c66120_g1_i1	0	KO_EUK
c66121_g1_i1	1	c66121_g1_i1	0	KO_EUK
c66139_g1_i1	1	c66139_g1_i1	0	KO_EUK
c66140_g1_i1	1	c66140_g1_i1	0	KO_EUK
c66141_g1_i1	1	c66141_g1_i1	0	KO_EUK
c66145_g1_i1	1	c66145_g1_i1	0	KO_EUK
c66149_g1_i1	1	c66149_g1_i1	0	KO_EUK
c66158_g1_i1	1	c66158_g1_i1	0	KO_EUK
c66159_g1_i1	1	c66159_g1_i1	0	KO_EUK
c66162_g1_i1	1	c66162_g1_i1	0	KO_EUK
c66165_g1_i1	1	c66165_g1_i1	0	KO_EUK
c6616_g1_i1	1	c6616_g1_i1	0	KO_EUK
c66170_g1_i1	1	c66170_g1_i1	0	KO_EUK
c66171_g1_i1	1	c66171_g1_i1	0	KO_EUK
c66191_g1_i1	1	c66191_g1_i1	0	KO_EUK
c66194_g1_i1	1	c66194_g1_i1	0	KO_EUK
c66197_g1_i1	1	c66197_g1_i1	0	KO_EUK
c66204_g1_i1	1	c66204_g1_i1	0	KO_EUK
c66210_g1_i1	1	c66210_g1_i1	0	KO_EUK
c66214_g1_i1	1	c66214_g1_i1	0	KO_EUK
c66216_g1_i1	1	c66216_g1_i1	0	KO_EUK
c66228_g1_i1	1	c66228_g1_i1	0	KO_EUK
c66229_g1_i1	1	c66229_g1_i1	0	KO_EUK
c66232_g1_i1	1	c66232_g1_i1	0	KO_EUK
c66236_g1_i1	1	c66236_g1_i1	0	KO_EUK
c66241_g1_i1	1	c66241_g1_i1	0	KO_EUK
c66243_g1_i1	1	c66243_g1_i1	0	KO_EUK
c66248_g1_i1	1	c66248_g1_i1	0	KO_EUK
c66249_g1_i1	1	c66249_g1_i1	0	KO_EUK
